appid,appName,avgList_date,avgList_value,list_date,list_value,versionDate,version,date
1479814602,央视频-看奥运全赛程直播,1697817600000,27023,1697817600000,11767,,,
1479814602,央视频-看奥运全赛程直播,1697731200000,27023,1697731200000,15058,,,
1479814602,央视频-看奥运全赛程直播,1697644800000,27023,1697644800000,12676,,,
1479814602,央视频-看奥运全赛程直播,1697558400000,27023,1697558400000,7495,,,
1479814602,央视频-看奥运全赛程直播,1697472000000,27023,1697472000000,8739,,,
1479814602,央视频-看奥运全赛程直播,1697385600000,27023,1697385600000,9618,,,
1479814602,央视频-看奥运全赛程直播,1697299200000,27023,1697299200000,9929,,,
1479814602,央视频-看奥运全赛程直播,1697212800000,27023,1697212800000,9492,,,
1479814602,央视频-看奥运全赛程直播,1697126400000,27023,1697126400000,8528,,,
1479814602,央视频-看奥运全赛程直播,1697040000000,27023,1697040000000,7142,,,
1479814602,央视频-看奥运全赛程直播,1696953600000,27023,1696953600000,7935,,,
1479814602,央视频-看奥运全赛程直播,1696867200000,27023,1696867200000,8960,,,
1479814602,央视频-看奥运全赛程直播,1696780800000,27023,1696780800000,10112,,,
1479814602,央视频-看奥运全赛程直播,1696694400000,27023,1696694400000,13042,,,
1479814602,央视频-看奥运全赛程直播,1696608000000,27023,1696608000000,14639,,,
1479814602,央视频-看奥运全赛程直播,1696521600000,27023,1696521600000,17270,,,
1479814602,央视频-看奥运全赛程直播,1696435200000,27023,1696435200000,19445,,,
1479814602,央视频-看奥运全赛程直播,1696348800000,27023,1696348800000,21263,,,
1479814602,央视频-看奥运全赛程直播,1696262400000,27023,1696262400000,25606,,,
1479814602,央视频-看奥运全赛程直播,1696176000000,27023,1696176000000,32381,,,
1479814602,央视频-看奥运全赛程直播,1696089600000,27023,1696089600000,44994,,,
1479814602,央视频-看奥运全赛程直播,1696003200000,27023,1696003200000,84454,,,
1479814602,央视频-看奥运全赛程直播,1695916800000,27023,1695916800000,141478,,,
1479814602,央视频-看奥运全赛程直播,1695830400000,27023,1695830400000,23698,,,
1479814602,央视频-看奥运全赛程直播,1695744000000,27023,1695744000000,18092,,,
1479814602,央视频-看奥运全赛程直播,1695657600000,27023,1695657600000,18687,,,
1479814602,央视频-看奥运全赛程直播,1695571200000,27023,1695571200000,21186,,,
1479814602,央视频-看奥运全赛程直播,1695484800000,27023,1695484800000,23919,,,
1479814602,央视频-看奥运全赛程直播,1695398400000,27023,1695398400000,17899,,,
1479814602,央视频-看奥运全赛程直播,1695312000000,27023,1695312000000,13210,,,
1479814602,央视频-看奥运全赛程直播,1695225600000,27023,1695225600000,14202,,,
1479814602,央视频-看奥运全赛程直播,1695139200000,27023,1695139200000,11529,,,
1479814602,央视频-看奥运全赛程直播,1695052800000,27023,1695052800000,9643,,,
1479814602,央视频-看奥运全赛程直播,1694966400000,27023,1694966400000,8176,,,
1479814602,央视频-看奥运全赛程直播,1694880000000,27023,1694880000000,10246,,,
1479814602,央视频-看奥运全赛程直播,1694793600000,27023,1694793600000,10738,,,
1479814602,央视频-看奥运全赛程直播,1694707200000,27023,1694707200000,12146,,,
1479814602,央视频-看奥运全赛程直播,1694620800000,27023,1694620800000,12837,,,
1479814602,央视频-看奥运全赛程直播,1694534400000,27023,1694534400000,14959,,,
1479814602,央视频-看奥运全赛程直播,1694448000000,27023,1694448000000,8875,,,
1479814602,央视频-看奥运全赛程直播,1694361600000,27023,1694361600000,9240,,,
1479814602,央视频-看奥运全赛程直播,1694275200000,27023,1694275200000,10114,,,
